PAGE,ALG_GUB,FREQ_YN,FREQ_PARA,TRAIN_EPOCH,TRAINING_DAY_CNT,MAPE,SMAPE,MDAPE,ADJ_MAPE,REV_MAPE,MASE,CORRELATION,MAPE_ARIMA,SMAPE_ARIMA,MDAPE_ARIMA,ADJ_MAPE_ARIMA,REV_MAPE_ARIMA,MASE_ARIMA,CORRELATION_ARIMA,TRAINING_START,TRAINING_END,PELT,RUN_TIME,LOSS_PLOT_FILE
Служебная:Поиск_ссылок_ru.wikipedia.org_desktop_all-agents,SCINet,0,,31,541,4755.835377802166,39.99561532243503,116.08530684148444,4755.835377802166,55.84742772265262,1.6196090386462727,0.03130482839732379,3843.732106963261,37.82380700563024,97.63744383591244,3843.732106963261,50.285688334892086,1.3088184014026618,0.17133171962088464,2016-07-09,2017-07-08,False,137,TrainLossPlot/SCINet/SCINet_Loss_Служебная_Поиск_ссылок_ru.wikipedia.org_desktop_all-agents(20160709_20170708).png
Special:CreateAccount_commons.wikimedia.org_all-access_all-agents,NLinear,0,,275,541,96.09804133733098,34.352190855052136,54.31966609675587,96.09804133733098,inf,0.8273442653909449,0.05146801834209844,107.16265697795808,30.575488454754364,49.49014792650872,107.16265697795808,61.49445487786941,0.7708248036121778,0.031241580642428338,2016-07-09,2017-07-08,False,86,TrainLossPlot/NLinear/NLinear_Loss_Special_CreateAccount_commons.wikimedia.org_all-access_all-agents(20160709_20170708).png
Special:CreateAccount_commons.wikimedia.org_desktop_all-agents,NLinear,0,,275,541,93.19849902052243,35.36315456636956,55.010654395997435,93.19849902052243,inf,0.8401086212584097,0.05160763284979705,105.81205260801592,30.403021673700724,48.43726616564209,105.81205260801592,60.64002288666015,0.7714723644454109,0.028375411710687304,2016-07-09,2017-07-08,False,87,TrainLossPlot/NLinear/NLinear_Loss_Special_CreateAccount_commons.wikimedia.org_desktop_all-agents(20160709_20170708).png
Special:CreateAccount_en.wikipedia.org_all-access_all-agents,NLinear,1,"{'m': 7, 'with_intercept': False}",1000,166,inf,49.7984587348022,90.76355772901248,85.30007438624104,inf,1.6045588301028746,-0.05647797771584004,inf,22.084667044879065,49.25483946394652,49.4189881237985,53.70948972958842,1.0047623240154027,0.03081096687321271,2017-01-24,2017-07-08,True,218,TrainLossPlot/NLinear/NLinear_Loss_Special_CreateAccount_en.wikipedia.org_all-access_all-agents(20170124_20170708).png
Special:CreateAccount_en.wikipedia.org_desktop_all-agents,NLinear,1,"{'m': 7, 'with_intercept': False}",1000,166,79.13887491357457,47.55814049414991,76.29910284757602,79.13887491357457,inf,1.4333530185049244,-0.05255370814484984,54.83393812821691,22.367088309179355,51.01826893249603,54.83393812821691,58.23676848277353,0.998407552539727,0.03281767258431306,2017-01-24,2017-07-08,True,232,TrainLossPlot/NLinear/NLinear_Loss_Special_CreateAccount_en.wikipedia.org_desktop_all-agents(20170124_20170708).png
Spezial:Weblinksuche_de.wikipedia.org_all-access_all-agents,NLinear,0,,289,541,30.0142037727242,12.183533799139818,21.689810335239002,30.0142037727242,21.132308166296266,0.8852541954563368,0.24900392391411966,32.29378112349518,12.872826469528082,21.75647684926341,32.29378112349518,22.063356649640152,0.9409539028713578,0.20552858814819483,2016-07-09,2017-07-08,False,159,TrainLossPlot/NLinear/NLinear_Loss_Spezial_Weblinksuche_de.wikipedia.org_all-access_all-agents(20160709_20170708).png
Spezial:Weblinksuche_de.wikipedia.org_desktop_all-agents,NLinear,0,,289,541,30.014698654096144,12.183676046205596,21.690207648818223,30.014698654096144,21.13248345544495,0.8852715784323699,0.24901668014189354,32.293541032024045,12.872692953678403,21.756209336366787,32.293541032024045,22.063050446538465,0.9409557323070504,0.20555209110488878,2016-07-09,2017-07-08,False,159,TrainLossPlot/NLinear/NLinear_Loss_Spezial_Weblinksuche_de.wikipedia.org_desktop_all-agents(20160709_20170708).png
Google_en.wikipedia.org_all-access_all-agents,NLinear,0,,250,321,inf,97.1966011879909,5634.604379553458,5468.106963073003,inf,373.119571754239,-0.028747708642265973,inf,30.884909938152916,89.11471112534754,86.80986830480423,46.48585327260849,5.824939979498219,0.0887270654074179,2016-10-27,2017-07-08,True,80,TrainLossPlot/NLinear/NLinear_Loss_Google_en.wikipedia.org_all-access_all-agents(20161027_20170708).png
Spezial:Anmelden_de.wikipedia.org_all-access_all-agents,NLinear,0,,250,541,79.84886495339573,41.0234036299142,64.21593170800412,79.84886495339573,inf,1.4368505184999165,0.15166091635687343,111.10412964724449,32.93275064092512,86.1961496785162,111.10412964724449,56.56111685328025,1.4688883979437142,0.10266230960894293,2016-07-09,2017-07-08,False,84,TrainLossPlot/NLinear/NLinear_Loss_Spezial_Anmelden_de.wikipedia.org_all-access_all-agents(20160709_20170708).png
Special:RecentChangesLinked_en.wikipedia.org_all-access_all-agents,NLinear,0,,1000,541,57.09013817098487,42.47794720444213,55.55103840840383,57.09013817098487,inf,2.367253457879132,-0.11193923927363214,28.838470450304253,13.546208997042328,19.17679217877356,28.838470450304253,29.146016179574,1.0771068564072717,0.6393559047502372,2016-07-09,2017-07-08,False,266,TrainLossPlot/NLinear/NLinear_Loss_Special_RecentChangesLinked_en.wikipedia.org_all-access_all-agents(20160709_20170708).png
Spezial:Buch_de.wikipedia.org_all-access_all-agents,NLinear,0,,1000,151,109.94565309435104,59.1096472682713,100.0,109.94565309435104,inf,4.349511706999996,0.19683665430094235,118.15128686548096,32.01260051791767,103.96041060239516,118.15128686548096,45.42454030285089,3.750447971413988,0.1668400520778071,2017-02-08,2017-07-08,True,161,TrainLossPlot/NLinear/NLinear_Loss_Spezial_Buch_de.wikipedia.org_all-access_all-agents(20170208_20170708).png
Spezial:Buch_de.wikipedia.org_desktop_all-agents,NLinear,0,,1000,151,110.19079490908807,59.14841967610586,100.0,110.19079490908807,inf,4.355806651134406,0.1978130525022229,118.51034147630688,32.081241551627556,104.02091552798555,118.51034147630688,45.51188908274071,3.7605393688511857,0.16672970497031545,2017-02-08,2017-07-08,True,158,TrainLossPlot/NLinear/NLinear_Loss_Spezial_Buch_de.wikipedia.org_desktop_all-agents(20170208_20170708).png
Game_of_Thrones_en.wikipedia.org_all-access_all-agents,NLinear,0,,250,201,67.34615882555708,52.403691343143954,66.32474936310436,67.34615882555708,308.3388736402332,1.5599927204670114,0.2789861760853484,51.622887441077026,37.5304806080726,49.961778477055844,51.622887441077026,185.1644091768705,1.334117655012626,-0.08031713616240178,2016-12-26,2017-07-08,True,95,TrainLossPlot/NLinear/NLinear_Loss_Game_of_Thrones_en.wikipedia.org_all-access_all-agents(20161226_20170708).png
Spezial:Anmelden_de.wikipedia.org_desktop_all-agents,NLinear,0,,250,541,89.88068935847495,45.60691824538489,66.99751969014213,89.88068935847495,inf,1.597701851782008,0.15011025811275175,130.82063716501168,36.12569608683476,107.05638208526635,130.82063716501168,60.6743027738459,1.6869514502229122,0.11389885155622143,2016-07-09,2017-07-08,False,85,TrainLossPlot/NLinear/NLinear_Loss_Spezial_Anmelden_de.wikipedia.org_desktop_all-agents(20160709_20170708).png
Special:RecentChangesLinked_en.wikipedia.org_desktop_all-agents,NLinear,0,,1000,541,55.43932247945895,42.96200576183141,54.34883677194529,55.43932247945895,inf,2.552878724028818,-0.15287447932512138,32.97343684984945,13.990872967012425,23.924515073513458,32.97343684984945,26.45445460310445,1.1600249379707175,0.6730956762238274,2016-07-09,2017-07-08,False,265,TrainLossPlot/NLinear/NLinear_Loss_Special_RecentChangesLinked_en.wikipedia.org_desktop_all-agents(20160709_20170708).png
Lionel_Messi_en.wikipedia.org_all-access_all-agents,NLinear,1,"{'m': 7, 'with_intercept': False}",294,541,51.52672052232845,19.50406932926181,47.07931963288641,51.52672052232845,32.91256610365842,4.3297078722744695,-0.01925148434511429,13.739609743803163,7.164640045667584,13.692844232762791,13.739609743803163,15.425939462854668,1.300922117185552,,2016-07-09,2017-07-08,False,152,TrainLossPlot/NLinear/NLinear_Loss_Lionel_Messi_en.wikipedia.org_all-access_all-agents(20160709_20170708).png
Stephen_Hawking_en.wikipedia.org_all-access_all-agents,NLinear,0,,285,541,37.89921419360418,16.845577346050995,36.34559282323448,37.89921419360418,43.897462989559294,1.0089049156121552,-0.1926176580808801,61.91572989804115,23.90103750317749,63.38745756708095,61.91572989804115,46.94074578704771,1.3900634199692905,-0.03294310983398966,2016-07-09,2017-07-08,False,99,TrainLossPlot/NLinear/NLinear_Loss_Stephen_Hawking_en.wikipedia.org_all-access_all-agents(20160709_20170708).png
特別:最近の更新_ja.wikipedia.org_all-access_all-agents,NLinear,1,"{'m': 7, 'with_intercept': False}",295,541,62.60247656965342,25.835125437929225,57.27657707798958,62.60247656965342,inf,5.200531462278682,-0.01207846560863607,30.34230510461334,12.668602908218501,28.691975532793478,30.34230510461334,21.92421688487391,2.411393674083754,0.17549205348637312,2016-07-09,2017-07-08,False,443,TrainLossPlot/NLinear/NLinear_Loss_特別_最近の更新_ja.wikipedia.org_all-access_all-agents(20160709_20170708).png
特別:最近の更新_ja.wikipedia.org_desktop_all-agents,NLinear,1,"{'m': 7, 'with_intercept': False}",295,541,62.80792015890042,25.879080655318592,57.6983105031769,62.80792015890042,inf,5.204717783747258,-0.012066811204047529,30.485529301884796,12.720201593063956,28.794586290095303,30.485529301884796,22.003133550085263,2.4173457257495943,0.17590582020947299,2016-07-09,2017-07-08,False,424,TrainLossPlot/NLinear/NLinear_Loss_特別_最近の更新_ja.wikipedia.org_desktop_all-agents(20160709_20170708).png
Special:WhatLinksHere_en.wikipedia.org_all-access_all-agents,NLinear,0,,1000,161,inf,73.22177665571625,100.0,280.1297954526102,inf,2.9104279993207585,0.04899934111961971,inf,61.016608354515,481.4152341451523,470.3744809926884,74.57018684241739,3.6180372463649713,-0.19647387026683666,2017-01-29,2017-07-08,True,176,TrainLossPlot/NLinear/NLinear_Loss_Special_WhatLinksHere_en.wikipedia.org_all-access_all-agents(20170129_20170708).png
Special:WhatLinksHere_en.wikipedia.org_desktop_all-agents,NLinear,0,,1000,161,293.07947135842727,73.32125820711141,100.0,293.07947135842727,inf,3.0307759159118954,0.04158783967051113,498.04510880524555,61.58298844638559,499.9690457667114,498.04510880524555,75.08089571866337,3.7840301770102536,-0.19704787122290826,2017-01-29,2017-07-08,True,176,TrainLossPlot/NLinear/NLinear_Loss_Special_WhatLinksHere_en.wikipedia.org_desktop_all-agents(20170129_20170708).png
Служебная:Ссылки_сюда_ru.wikipedia.org_all-access_all-agents,NLinear,0,,296,541,3486.277727898468,63.564887391483026,380.6145391981987,3486.277727898468,inf,1.7312939217614187,0.5571864928636218,3971.7568077884735,65.91247310352047,306.8805692580429,3971.7568077884735,111.36869460719629,1.9809814090752111,0.17580703032525968,2016-07-09,2017-07-08,False,100,TrainLossPlot/NLinear/NLinear_Loss_Служебная_Ссылки_сюда_ru.wikipedia.org_all-access_all-agents(20160709_20170708).png
Служебная:Ссылки_сюда_ru.wikipedia.org_desktop_all-agents,NLinear,0,,296,541,3679.0228481112954,63.668219572342686,383.4778199328383,3679.0228481112954,inf,1.7310994600981857,0.557494485219369,4187.507081777956,65.97029252096904,306.94096793273246,4187.507081777956,111.46146234671414,1.980754114911837,0.1758503290797695,2016-07-09,2017-07-08,False,99,TrainLossPlot/NLinear/NLinear_Loss_Служебная_Ссылки_сюда_ru.wikipedia.org_desktop_all-agents(20160709_20170708).png
Captain_America:_Civil_War_en.wikipedia.org_all-access_all-agents,NLinear,1,"{'m': 7, 'with_intercept': False}",1000,166,inf,41.90152779602897,150.78320683240435,176.244157550672,56.21643094279896,8.89404549974618,0.16025368250123123,inf,18.812266715606114,33.351626947103995,42.9827832517826,33.35553649597996,2.3377338500717495,0.46191719783935486,2017-01-24,2017-07-08,True,255,TrainLossPlot/NLinear/NLinear_Loss_Captain_America__Civil_War_en.wikipedia.org_all-access_all-agents(20170124_20170708).png
Spécial:Connexion_fr.wikipedia.org_all-access_all-agents,NLinear,0,,1000,136,58.37960623677745,35.052191879346125,53.56593935329439,58.37960623677745,inf,2.8209695994338317,0.017007684845429062,39.88340467383645,16.77614781730058,43.55433713781081,39.88340467383645,29.99700666987773,1.8657232210321921,0.059656707572508016,2017-02-23,2017-07-08,True,156,TrainLossPlot/NLinear/NLinear_Loss_Spécial_Connexion_fr.wikipedia.org_all-access_all-agents(20170223_20170708).png
Special:LinkSearch_en.wikipedia.org_all-access_all-agents,NLinear,0,,289,541,209.32882793635628,27.163933983101824,38.074893804050944,209.32882793635628,42.878254499775714,0.7219949790634029,0.1716988390018777,286.1156400686301,32.401580777082344,53.12731882353576,286.1156400686301,45.102926321723224,0.9773025105893749,0.1877861493505018,2016-07-09,2017-07-08,False,101,TrainLossPlot/NLinear/NLinear_Loss_Special_LinkSearch_en.wikipedia.org_all-access_all-agents(20160709_20170708).png
Special:LinkSearch_en.wikipedia.org_desktop_all-agents,NLinear,0,,289,541,210.4153861949903,27.184349568584455,38.07167652202399,210.4153861949903,42.89824164729345,0.7221263561590979,0.17165519953160263,287.41292637496855,32.41820409709558,53.13195962462962,287.41292637496855,45.117826842546854,0.9771757449787394,0.18784368936927914,2016-07-09,2017-07-08,False,99,TrainLossPlot/NLinear/NLinear_Loss_Special_LinkSearch_en.wikipedia.org_desktop_all-agents(20160709_20170708).png
Special:Search_es.wikipedia.org_desktop_all-agents,NLinear,0,,264,351,58.87424733822706,23.539665333751827,44.81477454801406,58.87424733822706,53.58438406590794,1.8498681384453475,-0.05881377103917436,99.12368762670711,32.173518916874755,101.14302286976664,99.12368762670711,50.83363991624498,2.5657234719315225,0.06409005056202342,2016-10-12,2017-07-08,True,102,TrainLossPlot/NLinear/NLinear_Loss_Special_Search_es.wikipedia.org_desktop_all-agents(20161012_20170708).png
Johnny_Depp_en.wikipedia.org_all-access_all-agents,NLinear,1,"{'m': 7, 'with_intercept': False}",264,291,inf,22.470017454725323,43.017068956484934,46.03022391207951,57.10072945089506,3.698976545388244,0.15191776623157094,inf,12.90318394177744,27.731911377140385,26.538678564134287,21.73876637206377,2.1241287315919926,-0.16098348329657253,2016-11-11,2017-07-08,True,170,TrainLossPlot/NLinear/NLinear_Loss_Johnny_Depp_en.wikipedia.org_all-access_all-agents(20161111_20170708).png
Special:CreateAccount_commons.wikimedia.org_mobile-web_all-agents,NLinear,0,,250,541,138.4957674641782,32.63331346408839,50.72785039293637,138.4957674641782,inf,0.8055442230516231,0.05077004789764442,137.44725599073075,33.43693035675843,56.91727746714999,137.44725599073075,71.61306002137746,0.7837326190014134,0.03870983738735414,2016-07-09,2017-07-08,False,81,TrainLossPlot/NLinear/NLinear_Loss_Special_CreateAccount_commons.wikimedia.org_mobile-web_all-agents(20160709_20170708).png
Ariana_Grande_en.wikipedia.org_all-access_all-agents,NLinear,0,,1000,166,401.6410277639475,86.91283004513912,100.0,401.6410277639475,inf,69.08489330974729,-0.11826531630170772,258.30537032373746,55.9906355581708,270.972658840666,258.30537032373746,71.68661080721293,44.42803457714719,-0.2300021795387518,2017-01-24,2017-07-08,True,174,TrainLossPlot/NLinear/NLinear_Loss_Ariana_Grande_en.wikipedia.org_all-access_all-agents(20170124_20170708).png
List_of_Steven_Universe_episodes_en.wikipedia.org_all-access_all-agents,NLinear,0,,437,381,inf,43.34143309849201,151.48200383114988,187.77855852167357,80.24287098534396,26.12398021326707,-0.5436068792032154,inf,27.613081326569677,73.41365287977064,75.0308908722414,42.102899711029295,10.806601514107172,-0.20402109055053108,2016-09-27,2017-07-08,True,150,TrainLossPlot/NLinear/NLinear_Loss_List_of_Steven_Universe_episodes_en.wikipedia.org_all-access_all-agents(20160927_20170708).png
Special:Search_fr.wikipedia.org_all-access_all-agents,NLinear,0,,251,401,26.676734990340538,12.367871795359934,18.39030934993569,26.676734990340538,25.58279024006691,1.3043231302074503,0.012136690990958784,36.229094503587895,15.458125432060474,42.15099190564864,36.229094503587895,28.20213828718948,1.5936492259074195,0.1367858438497557,2016-09-17,2017-07-08,True,87,TrainLossPlot/NLinear/NLinear_Loss_Special_Search_fr.wikipedia.org_all-access_all-agents(20160917_20170708).png
Melania_Trump_en.wikipedia.org_all-access_all-agents,NLinear,0,,252,541,inf,23.89565114646461,63.969181654568686,63.0109365501595,37.269978440388726,3.031385697030173,0.42320545348174254,inf,45.59093580783312,198.2029584337015,178.91548369780043,61.06712666709122,8.460704296815065,0.39685807142005597,2016-07-09,2017-07-08,False,88,TrainLossPlot/NLinear/NLinear_Loss_Melania_Trump_en.wikipedia.org_all-access_all-agents(20160709_20170708).png
Spécial:Livre_fr.wikipedia.org_all-access_all-agents,NLinear,0,,1000,136,272.22780631011244,76.40125348095626,100.0,272.22780631011244,inf,6.213546475048244,0.21299478090283572,448.63857437107873,61.23123775671539,512.9368350798211,448.63857437107873,72.8543649963833,8.305863527886093,0.0024950044628994543,2017-02-23,2017-07-08,True,174,TrainLossPlot/NLinear/NLinear_Loss_Spécial_Livre_fr.wikipedia.org_all-access_all-agents(20170223_20170708).png
Spécial:Livre_fr.wikipedia.org_desktop_all-agents,NLinear,0,,1000,136,274.0761022728085,76.44338114700922,100.0,274.0761022728085,inf,6.267222385496064,0.2115490970461658,451.0296308890598,61.352840981441915,516.032852878423,451.0296308890598,72.96285355056516,8.382530189280395,0.0033716695583595677,2017-02-23,2017-07-08,True,174,TrainLossPlot/NLinear/NLinear_Loss_Spécial_Livre_fr.wikipedia.org_desktop_all-agents(20170223_20170708).png
Google_en.wikipedia.org_desktop_all-agents,NLinear,0,,252,541,1223.9572615456377,80.68404102974623,954.5072927393928,1223.9572615456377,inf,47.06266635918682,0.269110593802496,148.68540540500555,41.23565473773386,139.41892071094017,148.68540540500555,58.04719766284079,5.2912619092359074,0.10368492862467693,2016-07-09,2017-07-08,False,85,TrainLossPlot/NLinear/NLinear_Loss_Google_en.wikipedia.org_desktop_all-agents(20160709_20170708).png
Conor_McGregor_en.wikipedia.org_all-access_all-agents,NLinear,0,,1000,171,58.08337886419439,46.67911330813551,62.52293217571425,58.08337886419439,inf,1.5759444478513749,0.045075279011584035,41.597443180426396,30.840885912787268,38.641896758794516,41.597443180426396,259.7022918542597,1.4456371225479534,0.03413794491917838,2017-01-19,2017-07-08,True,181,TrainLossPlot/NLinear/NLinear_Loss_Conor_McGregor_en.wikipedia.org_all-access_all-agents(20170119_20170708).png
Special:RecentChangesLinked_commons.wikimedia.org_desktop_all-agents,NLinear,0,,280,541,4683.687829606909,64.94513627039973,324.17037323915304,4683.687829606909,inf,1.4415557154401468,0.05171153162773154,4120.432189456278,61.60171555253324,400.53737709273884,4120.432189456278,79.87162484406011,1.2980594681027795,0.14201368021348398,2016-07-09,2017-07-08,False,167,TrainLossPlot/NLinear/NLinear_Loss_Special_RecentChangesLinked_commons.wikimedia.org_desktop_all-agents(20160709_20170708).png
Stephen_Hawking_en.wikipedia.org_mobile-web_all-agents,NLinear,1,"{'m': 7, 'with_intercept': False}",252,541,42.76811515364933,18.833199210516767,43.09897518796659,42.76811515364933,54.40653403504601,0.9386522545341244,-0.21856913777693393,64.56728256109636,24.796347805538453,65.12720703389596,64.56728256109636,51.96840364728379,1.1862490002448989,-0.04259775871804999,2016-07-09,2017-07-08,False,221,TrainLossPlot/NLinear/NLinear_Loss_Stephen_Hawking_en.wikipedia.org_mobile-web_all-agents(20160709_20170708).png
Game_of_Thrones_en.wikipedia.org_desktop_all-agents,NLinear,1,"{'m': 7, 'with_intercept': False}",250,201,66.6811547589248,51.82534985875687,65.54072704357836,66.6811547589248,364.03012823995437,1.2289190917182182,0.05500759833537529,53.22117856049545,39.25346094944604,50.913248835714796,53.22117856049545,237.27384603543405,1.1023477158780255,0.05684848453292145,2016-12-26,2017-07-08,True,178,TrainLossPlot/NLinear/NLinear_Loss_Game_of_Thrones_en.wikipedia.org_desktop_all-agents(20161226_20170708).png
Charles_Manson_en.wikipedia.org_all-access_all-agents,NLinear,1,"{'m': 7, 'with_intercept': False}",265,541,32.27768134165201,20.473716589334654,26.330470768375765,32.27768134165201,78.48260690825516,1.2471567945401558,0.18296969318328962,38.960493935179166,20.216796959525606,37.122644545868546,38.960493935179166,60.09730941917615,1.2316387634608403,0.06828974460090081,2016-07-09,2017-07-08,False,158,TrainLossPlot/NLinear/NLinear_Loss_Charles_Manson_en.wikipedia.org_all-access_all-agents(20160709_20170708).png
Bill_Clinton_en.wikipedia.org_all-access_all-agents,NLinear,0,,268,271,16.94932066344008,8.175609870314776,15.802989180792554,16.94932066344008,16.31907315486379,1.7711936078820003,0.053740379403678776,50.24813458320432,19.37319730194999,49.087572561287004,50.24813458320432,31.72180159818008,4.965444453598963,-0.127052667444954,2016-11-21,2017-07-08,True,78,TrainLossPlot/NLinear/NLinear_Loss_Bill_Clinton_en.wikipedia.org_all-access_all-agents(20161121_20170708).png
Ivanka_Trump_en.wikipedia.org_all-access_all-agents,NLinear,1,"{'m': 7, 'with_intercept': False}",251,541,53.07238365054274,20.050566362461453,52.77092898261018,53.07238365054274,33.194178381732264,2.6247736965541075,0.832536276908281,202.04778166615506,46.65443456282253,207.4100280356232,202.04778166615506,61.66370567344719,9.493490659898562,0.8054045338133816,2016-07-09,2017-07-08,False,225,TrainLossPlot/NLinear/NLinear_Loss_Ivanka_Trump_en.wikipedia.org_all-access_all-agents(20160709_20170708).png
Spécial:Recherche_de_lien_fr.wikipedia.org_all-access_all-agents,NLinear,0,,289,541,708.6341435245047,32.247549738513534,50.99594441476667,708.6341435245047,50.11041645244265,0.9578044015423134,0.047037129825769346,980.9279408595442,37.48816069430101,94.92692043737685,980.9279408595442,50.00044030315141,1.3124929717269442,0.1727585599014609,2016-07-09,2017-07-08,False,99,TrainLossPlot/NLinear/NLinear_Loss_Spécial_Recherche_de_lien_fr.wikipedia.org_all-access_all-agents(20160709_20170708).png
Spécial:Recherche_de_lien_fr.wikipedia.org_desktop_all-agents,NLinear,0,,289,541,712.6615561794779,32.25046058745989,51.02350882077194,712.6615561794779,50.116808900813034,0.9577497193640532,0.04696716334370833,985.5914501763089,37.48999173376275,94.9136959195707,985.5914501763089,50.00219391320204,1.3123625718614282,0.17275720097812228,2016-07-09,2017-07-08,False,99,TrainLossPlot/NLinear/NLinear_Loss_Spécial_Recherche_de_lien_fr.wikipedia.org_desktop_all-agents(20160709_20170708).png
Especial:BúsquedaDeEnlaces_es.wikipedia.org_all-access_all-agents,NLinear,0,,289,541,755.1872076744326,32.29130145286607,50.509212179227305,755.1872076744326,50.14958895478978,0.9605069174280446,0.048681762614248565,1056.7436855910382,37.563137345331874,95.53621059112561,1056.7436855910382,50.06504084489449,1.3185676545341685,0.17272311164614543,2016-07-09,2017-07-08,False,98,TrainLossPlot/NLinear/NLinear_Loss_Especial_BúsquedaDeEnlaces_es.wikipedia.org_all-access_all-agents(20160709_20170708).png
Especial:BúsquedaDeEnlaces_es.wikipedia.org_desktop_all-agents,NLinear,0,,289,541,755.165157921472,32.29111057370796,50.52287337803065,755.165157921472,50.1491535101575,0.9605148610537787,0.04868208073417943,1056.7350817694592,37.56395977910758,95.53238476121683,1056.7350817694592,50.06605419830701,1.3186284242665656,0.17271976336848144,2016-07-09,2017-07-08,False,99,TrainLossPlot/NLinear/NLinear_Loss_Especial_BúsquedaDeEnlaces_es.wikipedia.org_desktop_all-agents(20160709_20170708).png
Spezial:Benutzerkonto_anlegen_de.wikipedia.org_all-access_all-agents,NLinear,0,,277,541,194.52669526289884,49.04483961192531,78.43246621435628,194.52669526289884,inf,1.1774084409026138,-0.0006495416901617091,142.01026795454257,41.09000597708887,71.75468503341978,142.01026795454257,115.51245786827539,1.0024580884664014,0.04655754260488171,2016-07-09,2017-07-08,False,90,TrainLossPlot/NLinear/NLinear_Loss_Spezial_Benutzerkonto_anlegen_de.wikipedia.org_all-access_all-agents(20160709_20170708).png
Служебная:Поиск_ссылок_ru.wikipedia.org_all-access_all-agents,NLinear,0,,289,541,2961.945334132446,32.669766262524135,50.82819942170222,2961.945334132446,50.67892098137586,0.9576170713891616,0.0500565002857802,3843.8849502441954,37.82427701041843,97.64714533767969,3843.8849502441954,50.28630011978088,1.3089081096570128,0.17133592156470956,2016-07-09,2017-07-08,False,101,TrainLossPlot/NLinear/NLinear_Loss_Служебная_Поиск_ссылок_ru.wikipedia.org_all-access_all-agents(20160709_20170708).png
Служебная:Поиск_ссылок_ru.wikipedia.org_desktop_all-agents,NLinear,0,,289,541,2962.009140711661,32.67117101652908,50.828405231162186,2962.009140711661,50.681307395407515,0.9576432080127719,0.05000309914371941,3843.732106963261,37.82380700563024,97.63744383591244,3843.732106963261,50.285688334892086,1.3088184014026618,0.17133171962088464,2016-07-09,2017-07-08,False,101,TrainLossPlot/NLinear/NLinear_Loss_Служебная_Поиск_ссылок_ru.wikipedia.org_desktop_all-agents(20160709_20170708).png
